"","riverBasin","series","run","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060"
"39","BrzCstN",69,"moiraiSG17",21.748937316,29.099720487,29.777680995,30.348546728,30.832077293,31.243696741,9.348964434,8.665955354,8.176971518,7.831614121,7.592258017,6.759025977,6.632855654,6.552045965,6.503942551,6.479099137,7.169189268,7.198728663,7.228827986,7.258478328,7.287044981,7.020020862,7.033895209,7.049314523,7.065376306,7.081453498,3.806363838,3.701938156,3.626928247,3.573759395,3.536725788,3.326262205,3.304061178,3.290255732,3.282488303,3.279029037,2.89914921,2.886258289,2.878301593,2.873844266,2.87184481,3.439859567,3.464741369,3.485366778,3.502631964,3.517246369,2.94808773,2.939443187,2.934790335,2.933020533,2.933285953
"40","BrzCstS",69,"moiraiSG17",113.301957463,145.590336072,148.698246945,151.120912762,153.017361556,154.508587694,61.562745144,55.0416284,50.099937141,46.35408698,43.513062317,38.611495204,36.950645034,35.688804298,34.729642567,34.000119271,37.167598999,36.755717901,36.433279371,36.180023753,35.980471987,33.560898664,33.37808139,33.241401306,33.139718149,33.064082647,14.733092618,14.373817597,14.134127133,13.98060576,13.888627324,13.193508343,13.123493756,13.09050478,13.082840712,13.092153279,11.060005376,10.981029824,10.934631161,10.91111531,10.903366809,13.670096245,13.815277449,13.933023127,14.0289925407,14.1075809262,11.640274055,11.617085292856,11.609997502,11.6135557524,11.6240715181
"41","California",69,"moiraiSG17",0.821382548,-5.394233573,-5.541697468,-5.535303693,-5.446261924,-5.31046245,-7.944074159,-7.910413635,-7.810066959,-7.692165466,-7.576247709,-8.247945145,-8.109684198,-7.975620699,-7.843238144,-7.710598255,-7.861740626,-7.72318754,-7.580829806,-7.435319297,-7.287380966,-6.5183640145,-6.264013718,-6.018053066,-5.780349224,-5.550860364,-6.226187299,-5.95762674234,-5.700033351,-5.452920996,-5.216038434,-5.340626136,-5.104065211,-4.87738211,-4.660567142,-4.453417402,-4.8615803018,-4.663410332,-4.47371132,-4.292326574,-4.119101201,-3.668104402,-3.440099168,-3.22518419,-3.0225319783,-2.831357155,-3.101073066,-2.891369009,-2.693245033,-2.5060806377,-2.3292399753
"42","CanAtl",69,"moiraiSG17",-1.614713604,-1.530785863,-1.291451192,-1.025019294,-0.740044007000001,-0.442726519,2.839532359,3.533092042,4.205777702,4.863845089,5.508558305,4.26431199,4.797524409,5.321526553,5.831775492,6.325693305,7.621651985,8.108419797,8.57290101,9.016108354,9.438653106,9.426146674,9.787901517,10.132893163,10.46102769,10.772568292,6.777092425,6.855519118,6.940197188,7.026447624,7.112196384,7.207258012,7.279669229,7.350715795,7.420585544,7.48926712,7.191149572,7.23034741,7.27060464,7.31153602,7.352818675,6.917146626,6.935854495,6.956568784,6.978583354,7.001502886,6.161381793,6.135191506,6.114177821,6.097251337,6.083604918
"43","Caribbean",69,"moiraiSG17",6.626557267,-0.708213771,-3.911389123,-6.532666243,-8.707488589,-10.537539229,-5.46087845,-3.715091512,-2.276725306,-1.091026905,-0.110710471999999,-0.24582588,0.359891939,0.878395795000001,1.325848813,1.715436806,2.611697127,2.948074127,3.242385771,3.503056235,3.736112089,5.103314397,5.42077725,5.695064106,5.934130593,6.144225519,3.991470361,3.992011754,4.020508343,4.067087489,4.12493919,3.89937014,3.941492115,3.991159134,4.04495168,4.100427057,3.535264094,3.531424351,3.540285797,3.557789838,3.580946181,3.672220378,3.712075329,3.752211149,3.791371266,3.828887106,3.182540173,3.159843203,3.147708312,3.143260186,3.14427703
"44","CaspianE",69,"moiraiSG17",-10.555515952,-10.173565333,-9.122740005,-8.179214511,-7.345742457,-6.614636674,-8.207271672,-7.249628065,-6.366847041,-5.580883915,-4.892705573,-4.211814034,-3.65217172,-3.169208796,-2.750284677,-2.384875767,-2.079879824,-1.818032596,-1.586215367,-1.379478054,-1.194079936,-1.030904273,-0.855649926,-0.69539278,-0.55003816,-0.418709532,0.333115396,0.679855915,0.944574107,1.152461671,1.319624423,0.445287872,0.316274868,0.245926626,0.210083231,0.194832532,0.0763583860000002,0.0684699620000001,0.0679861519999999,0.0719294009999999,0.0784855269999999,0.151209719,0.180928486,0.209375289,0.235983365,0.260564679,0.183924196,0.194894175,0.207161263,0.219478722,0.231293413
"45","CaspianNE",69,"moiraiSG17",7.753968955,9.998369829,10.055530057,10.09739135,10.124345438,10.142222591,6.602967144,6.088054427,5.610996519,5.168767605,4.759657947,4.384639106,4.051754133,3.747819263,3.470386424,3.217511161,3.002136037,2.789354531,2.59627436,2.4217096075,2.264213268,2.058592692,1.922295269,1.800560831,1.691303975,1.593098534,1.382165367,1.303515748,1.234647702,1.172978855,1.117127456,1.017900896,0.964056076,0.915478653,0.871525258000001,0.831731374,0.725113993,0.68351845,0.646514026,0.613248951,0.583227762,0.557793102,0.529979287,0.505371115,0.483327106,0.463474989,0.412483117,0.395419863,0.38068576,0.367565882,0.355709531
"46","CaspianSW",69,"moiraiSG17",1.68652758,2.858298949,3.76890488,4.526881893,5.16435574,5.705045066,-0.272070224,0.107839794,0.495397486,0.852049610000001,1.165381177,1.336141497,1.579459745,1.790360153,1.973637338,2.134035552,2.24834353,2.359781505,2.459019968,2.549237783,2.632461092,2.552661009,2.622326177,2.688400698,2.750550363,2.808920219,1.889253487,1.891602797,1.899500541,1.90895098,1.918434491,1.542509533,1.512501927,1.485637791,1.461726095,1.440600884,0.993450285,0.935970786,0.88502313,0.83982024,0.799677316,1.058892398,1.076224581,1.092420271,1.107251276,1.120775446,0.822779581,0.81165904,0.803130443000001,0.796354341,0.790943127
"47","CauveryR",69,"moiraiSG17",1.510190624,0.344002715,0.199330084,0.0883843490000007,0.00281184800000025,-0.0635965070000005,6.191447847,7.208147688,7.939913225,8.466139148,8.844161759,8.191937758,8.186633265,8.184471304,8.184168141,8.184879874,7.607022816,7.601573735,7.593293521,7.584019881,7.574913172,7.66197614,7.569085921,7.509723832,7.472904176,7.451214678,4.11463717,3.576332234,3.189888382,2.913089651,2.71544684,2.239674803,2.10919884,2.015210769,1.947844253,1.899845009,1.758080148,1.716995748,1.688085617,1.66791914,1.6540244,2.327795349,2.336362184,2.345798986,2.355213823,2.364110194,2.143561754,2.112801289,2.091371285,2.076602007,2.066490613
"48","ChaoPhrR",69,"moiraiSG17",20.010561498,29.491776787,30.93906606,32.103627934,33.048741799,33.823014189,15.303527469,14.29442605,13.564885499,13.044912242,12.681492332,8.118122729,7.645509779,7.310882482,7.079068545,6.923597701,5.127810963,4.946032425,4.823182834,4.743902563,4.696685758,3.122168174,3.00546433,2.927172057,2.877238149,2.848061371,2.196292625,2.137600667,2.101793024,2.082409722,2.074683544,0.97150455,0.880523761,0.814849538,0.767840852,0.734543259,0.184758146,0.104589408,0.0412390759999999,-0.00942473099999999,-0.0505040020000002,2.615669047,2.831729127,2.999620422,3.130797416,3.233963002,2.419277898,2.418555577,2.421402804,2.42673895,2.433777622
"49","ChileCstN",69,"moiraiSG17",-0.333240709,0.465193891,0.540896833,0.605974891,0.661747919,0.709560203,0.00513452800000003,-0.00391436699999998,-0.010474588,-0.013875032,-0.014350382,-0.016503164,-0.003773506,0.00870536199999999,0.020466456,0.031312367,0.053943092,0.058802317,0.06317464,0.067298895,0.07126121,0.058698978,0.057440419,0.057463809,0.058257455,0.059489957,0.024468362,0.02807645,0.032975507,0.037958854,0.042517425,0.042195343,0.045878427,0.048938213,0.051477509,0.053589562,0.049280316,0.051672656,0.053823409,0.055673992,0.05723046,0.057123424,0.053935616,0.051617436,0.049940699,0.048736518,0.032525338,0.03022315,0.028899795,0.02813359,0.027689102
"50","ChileCstS",69,"moiraiSG17",-35.915944476,-22.340002716,-16.205549106,-11.073044179,-6.809270302,-3.281499001,0.990368945999999,2.792418102,4.321510677,5.619500252,6.722880733,4.137503936,4.558089036,4.96207016,5.343582688,5.699669852,7.340947955,7.582372169,7.808300282,8.019266065,8.215933777,8.557796191,8.880578803,9.155814328,9.391977085,9.59572164,4.814384805,5.038089063,5.23773737,5.41381316,5.568110809,5.439743911,5.501860578,5.564681654,5.626423156,5.686017495,4.085979117,3.929331081,3.82124017,3.748318827,3.700910684,5.613711776,5.970710229,6.246786718,6.461145294,6.628400363,5.933339823,6.031838425,6.114324328,6.183069099,6.240334209
"51","ChinaCst",69,"moiraiSG17",0.786903664,-10.256267941,-10.09907945,-9.862553885,-9.598449872,-9.330646905,17.867879912,19.080028504,20.1193601196,21.052588209,21.912757541,15.409217124,15.892088,16.379426834,16.854168689,17.308645789,15.377202541,15.489993315,15.60916789,15.73858746,15.878280444,13.802601198,13.904529513,14.026128101,14.1562794949,14.289475277,5.88119216,5.808704578,5.783354357,5.77130167,5.758477281,4.799604015,4.666508553,4.540177128,4.424861078,4.322049723,2.239151919,1.99216201209,1.7738321572,1.58167339941,1.4129163166,1.044324921,0.926605337500001,0.824755061600001,0.737436067500001,0.662830774899998,-1.3625656408,-1.487855556265,-1.59247309463,-1.6841781938,-1.7668954227
"52","ChurchillR",69,"moiraiSG17",0.762187812,-0.077049761,-0.056497529,-0.0316504660000005,-0.00347153099999934,0.0272642080000001,-0.954274554,-0.966493415,-0.970248418,-0.966895095,-0.957638472,-0.945840308,-0.927908475,-0.906736914,-0.883007375,-0.85729366,-0.831544949,-0.803368827,-0.774470545,-0.745163152,-0.715709285,-0.687368016,-0.658342231,-0.629707258,-0.601578874,-0.574068658,-0.549144401,-0.523148382,-0.497941356,-0.473554072,-0.450015325,-0.428238891,-0.406521778,-0.38566481,-0.365660866,-0.34650208,-0.329061736,-0.311590913,-0.294909092,-0.278994748,-0.263826051,-0.249773794,-0.236027246,-0.22295269,-0.210524862,-0.198717821,-0.188284303,-0.177695718,-0.1676468,-0.158115571,-0.149077973
"53","CntAmer",69,"moiraiSG17",1.788645781,11.2039902,11.685283094,12.014346577,12.235022135,12.378852228,21.534245122,21.909479823,22.400497357,22.930275079,23.453283082,19.677819806,19.90327956,20.134258796,20.356894924,20.563850179,23.324144155,23.654470767,23.919720915,24.133214314,24.305587105,23.373366554,23.439014895,23.498389623,23.551316363,23.598129376,14.877766904,14.440457561,14.125962009,13.900881983,13.740971759,12.83544961,12.7192161717,12.6390355746,12.584690776,12.548669695,10.894655915,10.795701279,10.725507699,10.676238597,10.6420999,12.779994086,12.895812006,12.992608282,13.0730708,13.139627033,11.271702179,11.228420576,11.196822231,11.174008851,11.1576778154
"54","ColEcuaCst",69,"moiraiSG17",10.803482831,1.940858116,1.487402333,1.190425209,1.004445086,0.89552968,4.253837898,5.640174907,6.932018216,8.078830638,9.070208928,8.263375428,8.87821047,9.406622799,9.861057171,10.253434232,11.000469265,11.307754565,11.575963282,11.812497696,12.023237655,13.061023739,13.299090859,13.507147777,13.690657356,13.854020138,11.437992036,11.461845344,11.502783265,11.554561226,11.612918375,10.190863716,10.15555693,10.145232373,10.152685927,10.172674468,9.562873802,9.56537999,9.580520711,9.604163579,9.633413599,10.4049097009,10.4952441134,10.5737642691,10.6425204048,10.7032641316,9.7012001298,9.6899168482,9.68964332913,9.69698358348,9.70953905903
"55","CongoR",69,"moiraiSG17",175.157315302,254.436960157,260.786472756,266.242623378,270.947480919,275.020199992,270.285120508,271.404433238,272.400292276,273.278419887,274.048446416,260.746772441,261.09974203,261.472404782,261.851704784,262.226878088,294.241222866,295.796634465,297.104336354,298.22630221,299.208227633,262.557992831,262.141040341,261.952795779,261.937821721,262.057992875,207.880839037,206.608033801,205.804491121,205.354136644,205.169262086,204.629573262,204.831778859,205.152784114,205.5652442526,206.0470626485,202.9841335016,203.6922579429,204.47407331104,205.31637366204,206.20524312911,243.5387342117,245.7050782833,247.5958794018,249.2781156667,250.803178414,240.1858691065,241.0356629962,241.8953005869,242.76124123772,243.6316212765
"56","DanubeR",69,"moiraiSG17",-33.701250481,-16.608928856,-12.394477095,-8.464569435,-4.933087688,-1.814293662,4.112011068,8.613519737,12.737652308,16.418917458,19.66791843,12.69377028,14.747349516,16.580697761,18.213398555,19.67034434,20.366985902,21.640537146,22.792744959,23.844437915,24.810639139,29.682343865,30.757195182,31.754906222,32.675644596,33.524074971,20.034363153,20.039665951,20.101461319,20.189457336,20.289698439,18.054421772,18.104257304,18.165068215,18.235613243,18.31483314,15.605881266,15.640131322,15.689844734,15.751886993,15.823729455,17.725695682,17.975651963,18.214051932,18.440843614,18.656388595,15.745309582,15.851552801,15.964063829,16.077617823,16.189711366
"57","DaugavaR",69,"moiraiSG17",0.155119606,5.670131737,6.050375279,6.358954469,6.623166217,6.857633638,6.176165265,6.575721342,6.952593854,7.297044058,7.607224833,6.511068037,6.673816703,6.822978249,6.958100808,7.080107206,7.736765953,7.879485879,8.006790229,8.121793998,8.22651135,8.020639883,8.084661496,8.146182846,8.204130544,8.258133503,5.256376838,5.093521123,4.958019255,4.841977914,4.740928957,4.527097234,4.441255656,4.366013744,4.30014696,4.242644394,3.862327147,3.802733566,3.751239542,3.706827659,3.668623712,3.951025504,3.947848795,3.945591305,3.944123217,3.943339127,3.441800738,3.41289839,3.388616765,3.367779939,3.349679633
"58","DeadSea",69,"moiraiSG17",-0.310008557,0.160450766,0.232730516,0.296910096,0.353245433,0.402358677,0.0920711960000001,0.104907405,0.115389497,0.124191843,0.131740849,0.152625298,0.161378426,0.169143838,0.176010188,0.182069842,0.195836033,0.200307348,0.20416559,0.207533293,0.2105101982,0.152124749,0.1450872333,0.1390165281,0.1337860973,0.1292802285,0.0968621253,0.0926389418,0.08924705953,0.08641197158,0.08397910714,0.06869939431,0.06459880721,0.06099480288,0.0578343834,0.05506589778,0.020832180079,0.00516039030200001,-0.00909907452899999,-0.021787834401,-0.032935814304,0.07063174177,0.089098041825,0.105886546868,0.1208182559,0.133927841924,0.1266544849424,0.1338932259564,0.1401810869669,0.1456224509749,0.150324709981
"59","DnieperR",69,"moiraiSG17",-19.740223155,1.008628997,3.819859185,6.291593793,8.471930291,10.40555555,7.326343291,8.87959696400001,10.289566162,11.577122609,12.758905141,12.83310037,13.917400752,14.930535479,15.871622993,16.743893611,18.105649724,18.846782053,19.53414767,20.175062704,20.774961258,22.1522887651,22.7577966688,23.3253155122,23.8554042099,24.3496046019,13.439090408,13.46191738,13.5203386509,13.5970053004,13.6832846355,13.7287050982,13.8105742974,13.8958831169,13.9841684548,14.07471337897,10.89240282642,10.83655886009,10.80161695195,10.78312824498,10.77788339915,14.96035970545,15.21067042986,15.44009583336,15.649715518939,15.841129376587,13.081787110294,13.1252839990521,13.172551063853,13.220882085691,13.26877605656
"60","DniesterR",69,"moiraiSG17",-6.74165449,-4.310673065,-3.540592186,-2.853893204,-2.253092332,-1.731032449,-0.457359112,-0.0373894660000001,0.331737536,0.661823547,0.96101136,0.441359473,0.664363833,0.873383212,1.069490841,1.253774918,1.375957792,1.538265932,1.691149581,1.835624485,1.972384201,2.38283608,2.518224792,2.646224525,2.766847257,2.880354084,1.379535897,1.423202196,1.469553634,1.516583184,1.563269637,1.447119922,1.48768865,1.527619633,1.566771853,1.604997219,1.071596267,1.088906619,1.107725178,1.127498826,1.14788944,1.690788102,1.731738908,1.770199534,1.806236107,1.83997251,1.663091646,1.687558046,1.711260094,1.733864273,1.755238425
"61","DnkGrmCst",69,"moiraiSG17",-3.487691716,-5.061526285,-4.354919674,-3.619583206,-2.927031569,-2.303823276,-1.364952027,-0.692044264999999,-0.099942608,0.41641756,0.865754944,0.358041475,0.695964911000001,0.999836854999999,1.269859521,1.50887056,1.431477005,1.593688276,1.739179291,1.870239381,1.988948353,1.908866894,1.999775353,2.084544417,2.163160393,2.235839666,1.485240788,1.518626147,1.554580548,1.590056428,1.623828942,1.545195936,1.554095615,1.563010759,1.57257829,1.583041313,1.295647205,1.283254887,1.274674404,1.269249101,1.266480703,1.759628326,1.806041658,1.848485363,1.887044824,1.921985666,1.742090189,1.76375638,1.784704096,1.80418104,1.821998467
"62","DonR",69,"moiraiSG17",-29.65835313,-26.395851454,-22.854174312,-19.315287353,-16.089101441,-13.273125315,-8.720467042,-6.978367221,-5.532755694,-4.326946984,-3.314005383,-2.006304263,-1.105170592,-0.310925812999998,0.385508497999999,0.996309533,1.832179087,2.28304656,2.680208538,3.033906431,3.351134523,3.926818522,4.231375001,4.510330866,4.764360085,4.995245731,2.438776715,2.615664851,2.787474094,2.945401918,3.087021932,2.884040617,2.96080941,3.027482365,3.086444191,3.139169962,2.479211103,2.48527517,2.492070437,2.499161046,2.506351002,3.95512552,4.058952421,4.15489009,4.242261723,4.321664696,3.588072168,3.640228166,3.689891424,3.735317126,3.776071654
"63","DouroR",69,"moiraiSG17",-3.2615761,-6.621257702,-7.859083251,-9.28978941,-10.77453561,-12.229630813,-11.589759261,-10.601489456,-9.379093844,-8.086939634,-6.817334789,-6.834179676,-5.723696534,-4.712155752,-3.807110593,-3.006542654,-2.170538032,-1.547188973,-1.004576912,-0.533563396,-0.12550087,0.597901395,0.948704663,1.253672669,1.517700563,1.745765209,0.988360075,1.145767809,1.285732619,1.40726968,1.511413577,1.560207838,1.620415431,1.670279243,1.712202749,1.747849415,1.50419306,1.511596265,1.51811639,1.523809866,1.528787076,1.682631923,1.700908244,1.717010769,1.73118142,1.743653499,1.517040993,1.524844135,1.533080584,1.540696173,1.547314031
"64","DvinaRN",69,"moiraiSG17",-14.962209363,-6.967172121,-6.070913217,-5.203590545,-4.367599409,-3.564019597,-2.838137034,-2.059614158,-1.312441254,-0.595854312999999,0.0906676330000003,-0.469571445,0.103011313,0.651771987,1.176514431,1.67734055,2.59546742,3.066563457,3.513706141,3.937856594,4.340040791,4.592299821,4.946454281,5.281820089,5.599116076,5.899191626,3.767533263,3.929722301,4.086812329,4.238049606,4.383202108,4.366147293,4.490653109,4.6099397,4.724190047,4.833552272,4.539074934,4.620120828,4.698349872,4.773709198,4.846273459,4.748454619,4.807628632,4.864775289,4.919819604,4.972778833,4.284605701,4.300525818,4.317447245,4.335027636,4.353037977
"65","EJrdnSyr",69,"moiraiSG17",-0.705076344,-0.754413027,-0.675577535,-0.607382088,-0.549696022,-0.501457934,-0.294819269,-0.21315072,-0.142388177,-0.081533082,-0.029370042,0.035126236,0.0778723249999999,0.114746741,0.14653574,0.173952182,0.223497796,0.243740329,0.261026191,0.275975968,0.288998452,0.212341692,0.2107744976,0.209538033,0.20855534,0.207781556,0.166117435,0.167915767,0.170030319,0.172036974,0.173775683,0.159142044,0.158101435,0.157137809,0.156242374,0.155416443,0.142535898,0.140549001,0.138859633,0.137397817,0.13612572,0.248355027,0.262813371,0.275563284,0.286702555,0.296387687,0.290238261,0.296717955,0.302433059,0.307410602,0.311720222
"66","EbroR",69,"moiraiSG17",-1.755839947,-4.549837394,-5.609832948,-6.692769916,-7.727852695,-8.684035012,-10.474137076,-9.40545958,-8.226587931,-7.080651756,-6.028870459,-5.489960827,-4.645273618,-3.906018995,-3.26372207,-2.707482834,-2.12653414,-1.69689839,-1.324314217,-1.000869144,-0.719759729,-0.0184654030000002,0.245032154,0.475834976,0.677734141,0.85427517,0.495383863,0.620054568,0.73088884,0.82830724,0.913423017,0.89716133,0.950315023,0.996269469,1.036435764,1.071789681,0.88007035,0.893897304,0.906639013,0.918355547,0.929134561,0.981562763,0.999921822,1.016564961,1.031666532,1.045394803,0.854660542,0.86333622,0.872160937,0.880578595,0.888391471
"67","ElbeR",69,"moiraiSG17",-7.050299546,-5.436462384,-5.016318458,-4.616329024,-4.25555139,-3.938457568,0.272722776,1.01493181,1.684911374,2.281963208,2.811607548,1.663175165,2.027770977,2.359108962,2.656497235,2.922297522,3.050869533,3.250211289,3.430017553,3.593674127,3.743642377,5.041962678,5.300383378,5.537095564,5.752537262,5.948175549,4.065761305,4.155145679,4.24561873,4.331447038,4.410694312,4.274561233,4.317682339,4.357566914,4.395137258,4.43098695,3.957146154,3.9566172,3.959726255,3.965765019,3.974282693,3.941513146,3.951396817,3.963472553,3.977215278,3.992228542,3.551328292,3.54967083,3.552131241,3.556988801,3.563419109
"68","EmsWeserR",69,"moiraiSG17",-3.930348271,-3.412477295,-3.154430727,-2.902462773,-2.671642119,-2.466539625,-0.735967919,-0.25386095,0.184330525,0.573231904,0.914543802,0.562281035,0.804078643,1.018777411,1.207533382,1.373036515,1.347170417,1.459282374,1.558722298,1.64745555,1.727128433,2.677346942,2.841370259,2.989848515,3.123921472,3.245021029,2.468666138,2.535647403,2.600239836,2.66061916,2.716315152,2.744848143,2.781129755,2.814611254,2.84594844,2.875562289,2.589743402,2.592260037,2.596757847,2.602783091,2.610045747,2.428239263,2.423331213,2.420718688,2.420042151,2.42097867,2.189592812,2.181822714,2.176930222,2.174011005,2.172539426
"69","EngWales",69,"moiraiSG17",-0.925389797,10.630235571,10.541929478,10.361441141,10.22268998,10.172904644,-5.849593037,-4.728058303,-3.526653637,-2.39558656,-1.390742016,-2.948387952,-2.102185141,-1.35331093,-0.709385487,-0.163008486000002,0.155710486000001,0.531780262999998,0.851303385,1.124778762,1.360757132,1.938545596,2.203870359,2.442692288,2.655291728,2.843832095,1.413067286,1.599417757,1.779852301,1.942024418,2.082427371,2.163606551,2.236315765,2.294405735,2.343370268,2.386165966,1.951064838,1.96061896,1.972045756,1.984557998,1.997671052,2.169778898,2.211166249,2.250114907,2.286656788,2.320924042,1.832656835,1.870690787,1.910761779,1.94876488,1.983239438
"70","FarahrudR",69,"moiraiSG17",-0.571498127,-0.481455881,-0.427165126,-0.384813809,-0.351412755,-0.324816158,-0.213776283,-0.146571986,-0.093585745,-0.051803916,-0.018802091,0.087152452,0.11378541,0.132694655,0.146648959,0.157311306,0.157659507,0.160643541,0.163180298,0.165412153,0.167429758,0.166186133,0.17656974,0.185811166,0.193619745,0.200028347,0.821108773,0.856204931,0.86430643,0.860839779,0.853349753,0.184347236,0.137559825,0.120625209,0.117560846,0.120314071,0.104369727,0.105802405,0.107737257,0.109580766,0.111114735,0.121310462,0.126247551,0.130399667,0.133758005,0.136422009,0.116319439,0.1164248466,0.1170977142,0.1179252694,0.1187221451
"71","Finland",69,"moiraiSG17",-1.698196516,10.138850364,11.119614193,11.98728248,12.76021929,13.452197515,58.061063294,63.027273709,67.24959506,70.928242941,74.179341964,54.735607553,55.097149343,55.532978204,55.975427257,56.395109542,55.342988781,55.569501567,55.779470816,55.972248263,56.149712003,51.414769398,51.086636632,50.820927028,50.600014074,50.41461469,35.365534602,33.764273022,32.40841764,31.237829824,30.215939071,30.113888035,29.425480017,28.813076674,28.273854213,27.800959393,25.754379603,25.252541344,24.818384156,24.442112894,24.115900313,23.805455089,23.571145805,23.368816871,23.194063493,23.043061717,19.623442949,19.204249813,18.847804474,18.539983901,18.271760921
"72","FlyR",69,"moiraiSG17",3.92216177,2.391809893,2.340604882,2.304663095,2.27996928,2.263526219,18.194458727,19.118437807,19.783516631,20.259080813,20.596055651,18.716596852,18.756973285,18.778230338,18.785818479,18.78385473,21.405471583,21.538668064,21.628021897,21.685952042,21.721335789,20.2593652904,20.1861760763,20.1282735481,20.0820675343,20.0448116528,10.8895590038,10.3547268068,9.9663235313,9.6855424278,9.4837892732,8.03034419121,7.85732903371,7.73478360857,7.6490487087,7.59009216005,7.20520814755,7.15889913018,7.127421128892,7.106480466676,7.093021762512,7.073989230388,7.069878252294,7.068153913223,7.067965055169,7.068631075928,5.879161899297,5.8125343430735,5.7644956113557,5.7300125272422,5.705311462132
"73","FranceCstS",69,"moiraiSG17",-0.509237819,-0.21530798,-0.18097473,-0.160249919,-0.149506154,-0.145871125,0.878099291,0.962806072,1.037577273,1.104990737,1.166387834,0.763457871,0.791423688,0.819158471,0.845202705,0.868943194,0.879722491,0.901235576,0.920433303,0.937543474,0.952829134,1.066780961,1.088441159,1.108275614,1.12627294,1.142537513,0.770437129,0.76650281,0.76437377,0.763081074,0.762164989,0.725414435,0.725709287,0.725950946,0.726330211,0.726916424,0.611056959,0.608864488,0.607477147,0.606761542,0.606600638,0.610691814,0.614656325,0.618705637,0.622797906,0.626899817,0.497792665,0.498426934,0.499847123,0.501736538,0.503900068
"74","FranceCstW",69,"moiraiSG17",-4.003709195,-4.16090151,-3.950462701,-3.714547396,-3.486683741,-3.280271686,-1.166774542,-0.588057124,-0.0489664269999998,0.431183889000001,0.84981163,0.318486074,0.641556321,0.929546258,1.181056915,1.398957933,1.302657235,1.457491506,1.592774187,1.711854605,1.817483084,1.913206969,2.008084235,2.095531161,2.175432086,2.248192995,1.382813013,1.432158912,1.482044381,1.52822867,1.569354235,1.46128776,1.487702585,1.510241807,1.530501914,1.549341002,1.208049082,1.215885971,1.224515918,1.23368869,1.243213544,1.541456341,1.57509785,1.607242398,1.63771195,1.666514035,1.410139251,1.436153499,1.462188815,1.487012468,1.510162688
"75","FraserR",69,"moiraiSG17",0.55487529062,2.191123197449,2.046862693126,1.966732504,1.93582947214,1.94384057552,12.47138426677,12.61809065204,12.78001961331,12.96364741456,13.16870296378,9.72006618697,9.943330753127,10.18110472926,10.425711863372,10.672525311465,12.270214599544,12.51954323461,12.763023763666,13.000823189713,13.232596059753,12.650687027787,12.864329184717,13.071759334842,13.271938991863,13.464342731881,6.570618307897,6.6906578050109,6.8126186839228,6.931024726933,7.0437034549418,7.3169733849494,7.4115772479561,7.5006844039618,7.5851626659668,7.6656182639711,7.2467070299749,7.3090634569782,7.369338652981,7.4274872459835,7.4835000629856,6.6968549679875,6.7415980769891,6.78554113399052,6.82802662699175,6.86885968099282,5.61876793499375,5.63977625099456,5.66140210299527,5.68270329899588,5.70340695199641
"76","GangesR",69,"moiraiSG17",250.600642985,230.01865981,226.968047514,223.598048522,220.011023299,216.286850084,276.9968086,283.291748087,287.473784036,290.040128809,291.379424513,283.269776583,281.639124096,279.7997701445,277.8154732668,275.7331776649,260.1976084916,256.0733387262,252.3784237934,249.0199426215,245.9291848766,261.8833301903,261.6089988204,260.9017054432,259.8805995626,258.63855594643,237.219316841247,233.20112764839,229.60942895756,226.39363030036,223.49738359666,208.02089988371,204.21864286917,201.04056974906,198.2969547431,195.86488039514,186.03655791804,182.95633502398,180.25542509183,177.84660389359,175.66635813134,187.13964821098,186.50579766349,185.66924705989,184.68637035826,183.60279939501,174.40209807774,172.12482743184,170.06838180292,168.18822594609,166.45133240753
"77","Gironde",69,"moiraiSG17",-2.946206107,-2.473848879,-2.215946383,-1.938493362,-1.679026501,-1.451299083,0.74247361,1.190298338,1.590817626,1.940408212,2.242200379,1.721733034,1.935630177,2.124687386,2.288539781,2.429326165,2.301084115,2.394805542,2.475722657,2.546132984,2.60787955,2.577342334,2.629579496,2.677415087,2.72074896,2.759873433,1.872383336,1.878485139,1.887454121,1.896030341,1.903024534,1.774899251,1.774691054,1.773660982,1.772672308,1.772116518,1.439570722,1.428375053,1.419596453,1.412849172,1.407819885,1.565760091,1.585295777,1.604510293,1.623277572,1.641499964,1.364473192,1.378709361,1.394034373,1.409482051,1.424617788
"78","Gobi",69,"moiraiSG17",74.959139363,43.816420639,19.374821818,-2.306624296,-22.006539509,-40.129429391,-79.781580797,-70.487046619,-61.391308769,-53.111213283,-45.828195877,-39.755658168,-34.357243204,-29.708442712,-25.692975389,-22.204799633,-19.683278877,-17.132162908,-14.868325857,-12.849582611,-11.041109594,-10.096952241,-8.772423109,-7.561235452,-6.454985182,-5.444240406,-5.294908845,-4.568167646,-3.890282784,-3.262011976,-2.681416221,-2.599610183,-2.201291931,-1.8253929477,-1.473579435,-1.145524223,-1.248482712,-1.096080929,-0.947218667,-0.803237467,-0.664512448999999,-0.636806086999999,-0.579455781999999,-0.520427760999999,-0.459925035999999,-0.398318534,-0.454280104,-0.471909817000001,-0.48285313,-0.486726971,-0.48420335
